FIPS,county,state,total.population.est,age.o65y.per,males.100.females.ratio,edu.o25y.high.school.grad.per,edu.o25y.bacherlor.or.higher.per,housing.units.vacant.per,race.white.per,race.black.per,race.native.american.per,race.asian.per,race.pacific.per,race.other.per,race.latino.per,rel.population.total.members.per,work.laborforce.civilian.is.unemployed.per,work.occupation.management.business.science.arts.per,work.occupation.service.per,work.occupation.sales.office.per,work.occupation.natural.ressources.construction.maintenance.per,work.occupation.production.transportation.per,work.class.of.worker.private.per,work.class.of.worker.gov.per,work.class.of.worker.self.employed.per,income.median.est,income.with.social.security.per,insurance.with.insurance.per,poverty.all.people.per,household.average.family.size.est,disability.is.per,residence.1y.ago.same.county.per,place.of.birth.foreign.per,foreign.born.place.latin.america.per,language.spoken.at.home.english.only.per,geo.density.population.ratio,geo.density.housing.ratio,health.general.practicioner.per.1000.ratio,votes.republicans.per,party.governor,voting.behavior
47035,Cumberland County,Tennessee,57455,0.284,95.2,0.383,0.182,0.15,0.95,0.01,0.00,0.00,0.00,0.02,0.03,0.396,0.09,0.272,0.19,0.242,0.117,0.179,0.764,0.144,0.087,38576,0.513,0.862,0.165,2.77,0.23,0.944,0.024,0.531,0.967,84.36,41.82,0.41,0.78,Rep,Rep
47037,Davidson County,Tennessee,658506,0.108,93.2,0.241,0.373,0.09,0.57,0.27,0.00,0.03,0.00,0.04,0.10,0.491,0.072,0.398,0.167,0.258,0.07,0.107,0.821,0.111,0.068,48368,0.225,0.848,0.182,3.18,0.116,0.92,0.122,0.445,0.838,1306.48,576.65,0.31,0.34,Rep,Rep
47039,Decatur County,Tennessee,11686,0.224,94.8,0.446,0.127,0.27,0.92,0.03,0.00,0.00,0.00,0.04,0.03,0.371,0.101,0.284,0.209,0.185,0.13,0.192,0.637,0.251,0.111,37263,0.455,0.877,0.216,2.8,0.212,0.958,0.019,0.707,0.977,35.00,20.50,0.34,0.78,Rep,Rep
47041,DeKalb County,Tennessee,19038,0.17,99.9,0.432,0.139,0.27,0.90,0.01,0.00,0.01,0.00,0.02,0.07,0.476,0.076,0.278,0.123,0.212,0.09,0.297,0.797,0.134,0.068,38319,0.42,0.85,0.209,3.26,0.195,0.947,0.06,0.765,0.924,62.55,30.97,0.64,0.74,Rep,Rep
47043,Dickson County,Tennessee,50472,0.15,96.3,0.437,0.145,0.12,0.90,0.04,0.00,0.00,0.00,0.04,0.03,0.373,0.075,0.283,0.175,0.245,0.126,0.17,0.786,0.146,0.067,44680,0.35,0.876,0.163,3.22,0.168,0.958,0.02,0.605,0.966,103.03,42.93,0.26,0.71,Rep,Rep
47045,Dyer County,Tennessee,38054,0.158,93.8,0.402,0.193,0.11,0.80,0.13,0.00,0.01,0.00,0.05,0.03,0.485,0.066,0.31,0.157,0.199,0.086,0.248,0.771,0.164,0.063,42468,0.361,0.897,0.178,2.99,0.186,0.943,0.022,0.595,0.969,74.28,32.74,0.34,0.77,Rep,Rep
47047,Fayette County,Tennessee,38814,0.176,97.2,0.358,0.229,0.08,0.68,0.28,0.00,0.01,0.00,0.02,0.02,0.494,0.085,0.324,0.145,0.25,0.124,0.157,0.798,0.13,0.071,54890,0.372,0.902,0.139,3.04,0.159,0.95,0.02,0.553,0.967,55.07,22.83,0.31,0.68,Rep,Rep
47049,Fentress County,Tennessee,17931,0.194,96,0.442,0.109,0.18,0.97,0.00,0.00,0.00,0.00,0.02,0.01,0.363,0.104,0.233,0.235,0.187,0.149,0.196,0.7,0.172,0.127,30259,0.484,0.85,0.26,2.91,0.25,0.94,0.01,0.625,0.976,35.96,17.91,0.33,0.83,Rep,Rep
47051,Franklin County,Tennessee,41138,0.185,95,0.37,0.195,0.14,0.89,0.03,0.00,0.01,0.00,0.07,0.03,0.417,0.095,0.299,0.164,0.209,0.115,0.212,0.754,0.17,0.074,42773,0.389,0.894,0.171,2.87,0.186,0.929,0.025,0.576,0.967,74.18,34.08,0.54,0.70,Rep,Rep
47053,Gibson County,Tennessee,49572,0.173,90.7,0.384,0.16,0.13,0.77,0.18,0.00,0.00,0.00,0.02,0.02,0.632,0.095,0.271,0.19,0.247,0.096,0.197,0.795,0.124,0.079,38457,0.364,0.877,0.187,3.04,0.174,0.957,0.011,0.416,0.977,82.24,36.97,0.34,0.71,Rep,Rep
47055,Giles County,Tennessee,28949,0.183,95.8,0.423,0.148,0.18,0.85,0.10,0.00,0.01,0.00,0.04,0.02,0.508,0.099,0.267,0.148,0.224,0.091,0.269,0.758,0.155,0.088,41093,0.391,0.874,0.164,2.99,0.171,0.958,0.024,0.485,0.966,47.39,22.64,0.34,0.72,Rep,Rep
47057,Grainger County,Tennessee,22736,0.178,99.1,0.453,0.112,0.18,0.95,0.01,0.00,0.00,0.00,0.02,0.03,0.210,0.095,0.24,0.139,0.222,0.159,0.24,0.765,0.13,0.102,35391,0.432,0.884,0.206,3.02,0.206,0.943,0.016,0.613,0.972,81.03,38.69,0.13,0.83,Rep,Rep
47059,Greene County,Tennessee,68576,0.191,95.3,0.426,0.15,0.13,0.93,0.02,0.00,0.01,0.00,0.02,0.03,0.408,0.087,0.278,0.174,0.211,0.098,0.238,0.764,0.159,0.075,35196,0.412,0.862,0.205,2.93,0.222,0.95,0.017,0.477,0.972,110.22,51.60,0.48,0.79,Rep,Rep
47061,Grundy County,Tennessee,13524,0.199,97.8,0.42,0.108,0.18,0.82,0.00,0.00,0.00,0.00,0.34,0.00,0.323,0.102,0.229,0.228,0.171,0.123,0.25,0.779,0.122,0.098,27373,0.468,0.805,0.287,3.12,0.259,0.984,0.006,0.154,0.991,37.51,17.69,0.15,0.76,Rep,Rep
47063,Hamblen County,Tennessee,62999,0.17,95,0.421,0.155,0.09,0.82,0.04,0.00,0.01,0.00,0.04,0.11,0.442,0.101,0.25,0.157,0.227,0.109,0.258,0.817,0.113,0.068,37617,0.4,0.833,0.213,3.05,0.189,0.938,0.067,0.851,0.902,390.86,167.57,0.37,0.77,Rep,Rep
47065,Hamilton County,Tennessee,348121,0.156,93.1,0.273,0.287,0.11,0.72,0.20,0.00,0.02,0.00,0.03,0.05,0.550,0.08,0.373,0.172,0.253,0.07,0.131,0.796,0.143,0.059,48248,0.331,0.886,0.16,3.07,0.142,0.943,0.05,0.48,0.935,641.78,283.41,0.57,0.56,Rep,Rep
47067,Hancock County,Tennessee,6642,0.18,97.5,0.394,0.106,0.24,0.97,0.00,0.01,0.00,0.00,0.03,0.00,0.264,0.121,0.266,0.194,0.147,0.173,0.221,0.644,0.221,0.135,26898,0.462,0.875,0.277,2.94,0.267,0.948,0.003,0,0.995,29.87,16.22,0.29,0.83,Rep,Rep
47069,Hardeman County,Tennessee,26253,0.155,119.6,0.444,0.101,0.20,0.55,0.42,0.00,0.00,0.00,0.02,0.02,0.529,0.187,0.26,0.203,0.198,0.092,0.247,0.707,0.22,0.072,31801,0.402,0.87,0.248,3.17,0.18,0.969,0.01,0.408,0.968,39.31,16.27,0.26,0.53,Rep,Rep
47071,Hardin County,Tennessee,25900,0.207,95,0.436,0.127,0.29,0.92,0.03,0.00,0.00,0.00,0.04,0.02,0.475,0.139,0.236,0.204,0.241,0.114,0.206,0.729,0.155,0.116,35290,0.432,0.85,0.233,3.18,0.2,0.961,0.015,0.734,0.975,44.86,24.21,0.42,0.81,Rep,Rep
47073,Hawkins County,Tennessee,56595,0.185,95.7,0.442,0.125,0.14,0.95,0.01,0.00,0.00,0.00,0.02,0.01,0.300,0.1,0.258,0.175,0.219,0.126,0.222,0.798,0.126,0.076,36927,0.426,0.886,0.191,2.92,0.222,0.942,0.01,0.409,0.983,116.22,55.10,0.30,0.80,Rep,Rep
47075,Haywood County,Tennessee,18248,0.156,88,0.421,0.129,0.16,0.45,0.49,0.00,0.00,0.00,0.03,0.04,0.718,0.105,0.25,0.175,0.194,0.095,0.286,0.757,0.176,0.062,34182,0.372,0.867,0.228,3.4,0.178,0.955,0.013,0.844,0.975,34.23,15.70,0.21,0.44,Rep,Rep
47077,Henderson County,Tennessee,28013,0.163,92.6,0.398,0.128,0.16,0.88,0.08,0.00,0.00,0.00,0.05,0.02,0.468,0.094,0.261,0.149,0.216,0.124,0.25,0.769,0.138,0.093,38745,0.373,0.888,0.215,3.07,0.182,0.962,0.007,0.751,0.973,53.86,24.64,0.40,0.80,Rep,Rep
47079,Henry County,Tennessee,32269,0.21,94.3,0.451,0.155,0.21,0.88,0.09,0.00,0.00,0.00,0.02,0.02,0.586,0.097,0.27,0.154,0.253,0.109,0.214,0.722,0.168,0.103,38234,0.436,0.869,0.185,2.85,0.206,0.962,0.017,0.352,0.975,57.41,30.26,0.31,0.74,Rep,Rep
47081,Hickman County,Tennessee,24283,0.152,110.5,0.433,0.106,0.15,0.91,0.05,0.00,0.00,0.00,0.04,0.02,0.335,0.086,0.241,0.211,0.215,0.145,0.188,0.777,0.14,0.083,36334,0.418,0.824,0.209,3.1,0.226,0.91,0.011,0.76,0.978,39.65,16.79,0.24,0.73,Rep,Rep
47083,Houston County,Tennessee,8290,0.19,97.8,0.463,0.105,0.22,0.93,0.03,0.00,0.00,0.00,0.04,0.02,0.491,0.081,0.207,0.178,0.196,0.181,0.239,0.668,0.192,0.139,39401,0.438,0.88,0.231,3.01,0.213,0.945,0.012,0.263,0.986,41.39,20.83,0.59,0.69,Rep,Rep
47085,Humphreys County,Tennessee,18240,0.185,98.4,0.428,0.134,0.20,0.93,0.03,0.00,0.00,0.00,0.01,0.02,0.512,0.089,0.295,0.144,0.193,0.146,0.222,0.731,0.186,0.079,41949,0.41,0.883,0.159,3.08,0.191,0.942,0.004,0.078,0.977,34.35,16.74,0.22,0.69,Rep,Rep
47087,Jackson County,Tennessee,11496,0.199,102.4,0.477,0.081,0.22,0.96,0.01,0.00,0.00,0.00,0.03,0.02,0.231,0.145,0.243,0.158,0.191,0.183,0.226,0.727,0.174,0.086,31534,0.481,0.862,0.268,3.04,0.224,0.95,0.003,0.588,0.989,37.29,18.88,0.09,0.73,Rep,Rep
47089,Jefferson County,Tennessee,52490,0.183,97.2,0.395,0.156,0.17,0.92,0.03,0.00,0.00,0.00,0.02,0.03,0.348,0.091,0.26,0.174,0.246,0.103,0.218,0.779,0.149,0.071,42417,0.404,0.879,0.165,3.01,0.196,0.912,0.023,0.528,0.965,191.51,86.08,0.27,0.78,Rep,Rep
47091,Johnson County,Tennessee,18017,0.201,115.2,0.409,0.092,0.21,0.92,0.04,0.00,0.00,0.00,0.03,0.02,0.294,0.09,0.265,0.195,0.219,0.124,0.197,0.656,0.248,0.094,30763,0.462,0.876,0.256,2.82,0.247,0.925,0.013,0.588,0.981,60.36,29.90,0.55,0.82,Rep,Rep
47093,Knox County,Tennessee,444348,0.14,94.6,0.265,0.346,0.09,0.83,0.09,0.00,0.02,0.00,0.04,0.04,0.518,0.065,0.397,0.171,0.261,0.073,0.098,0.804,0.136,0.059,48701,0.287,0.894,0.16,3.03,0.127,0.936,0.05,0.322,0.936,874.32,389.83,0.65,0.59,Rep,Rep
47095,Lake County,Tennessee,7687,0.146,179.5,0.446,0.088,0.20,0.68,0.26,0.00,0.00,0.00,0.03,0.04,0.425,0.101,0.257,0.292,0.182,0.12,0.15,0.631,0.299,0.064,30086,0.389,0.874,0.27,2.83,0.261,0.861,0.019,0.813,0.966,46.37,15.70,0.00,0.69,Rep,Rep
47097,Lauderdale County,Tennessee,27427,0.134,108.9,0.445,0.09,0.13,0.61,0.35,0.01,0.00,0.00,0.02,0.02,0.405,0.134,0.233,0.204,0.206,0.107,0.25,0.725,0.218,0.055,30281,0.341,0.845,0.267,3.03,0.23,0.911,0.017,0.598,0.97,58.11,23.90,0.11,0.56,Rep,Rep
47099,Lawrence County,Tennessee,42226,0.172,96.7,0.422,0.124,0.11,0.94,0.02,0.00,0.00,0.00,0.03,0.02,0.406,0.108,0.24,0.164,0.217,0.145,0.235,0.758,0.148,0.09,37814,0.381,0.829,0.203,3.12,0.175,0.965,0.015,0.474,0.937,68.42,29.40,0.33,0.79,Rep,Rep
47101,Lewis County,Tennessee,11944,0.19,101.5,0.432,0.121,0.14,0.93,0.02,0.00,0.02,0.00,0.02,0.02,0.330,0.077,0.265,0.138,0.269,0.132,0.195,0.748,0.103,0.15,36621,0.43,0.854,0.196,3.03,0.183,0.962,0.028,0.097,0.968,42.34,19.33,0.33,0.78,Rep,Rep
47103,Lincoln County,Tennessee,33550,0.179,96,0.419,0.167,0.11,0.88,0.05,0.00,0.00,0.00,0.08,0.03,0.459,0.076,0.264,0.14,0.227,0.104,0.265,0.778,0.129,0.09,40389,0.382,0.878,0.167,2.98,0.203,0.933,0.012,0.744,0.978,58.82,26.88,0.51,0.78,Rep,Rep
47105,Loudon County,Tennessee,50229,0.241,94.8,0.342,0.255,0.10,0.89,0.01,0.00,0.01,0.00,0.02,0.08,0.508,0.089,0.308,0.167,0.22,0.118,0.187,0.803,0.126,0.069,51107,0.447,0.883,0.144,2.88,0.171,0.922,0.059,0.721,0.921,219.13,96.61,0.29,0.75,Rep,Rep
47107,McMinn County,Tennessee,52506,0.183,94.5,0.427,0.15,0.14,0.90,0.04,0.00,0.00,0.00,0.04,0.03,0.437,0.093,0.261,0.158,0.218,0.099,0.265,0.83,0.115,0.055,38535,0.42,0.872,0.199,3.19,0.181,0.952,0.025,0.658,0.965,122.07,54.09,0.31,0.78,Rep,Rep
47109,McNairy County,Tennessee,26103,0.194,94.5,0.442,0.114,0.18,0.90,0.06,0.00,0.00,0.00,0.03,0.02,0.439,0.149,0.265,0.165,0.194,0.125,0.25,0.727,0.173,0.1,32557,0.418,0.861,0.207,3.22,0.2,0.962,0.006,0.427,0.982,46.38,21.28,0.35,0.78,Rep,Rep
47111,Macon County,Tennessee,22761,0.153,97,0.439,0.095,0.11,0.93,0.00,0.00,0.01,0.00,0.02,0.05,0.216,0.074,0.22,0.146,0.215,0.159,0.259,0.771,0.134,0.094,33509,0.361,0.868,0.189,3.01,0.193,0.945,0.042,0.684,0.961,74.11,32.37,0.09,0.84,Rep,Rep
47113,Madison County,Tennessee,98184,0.145,90,0.329,0.254,0.13,0.57,0.37,0.00,0.01,0.00,0.02,0.04,0.564,0.084,0.329,0.194,0.252,0.069,0.156,0.8,0.142,0.055,42544,0.324,0.88,0.196,3.16,0.154,0.946,0.029,0.45,0.949,176.23,76.18,1.04,0.56,Rep,Rep
47115,Marion County,Tennessee,28306,0.178,96,0.372,0.134,0.11,0.92,0.01,0.00,0.00,0.00,0.08,0.02,0.334,0.067,0.27,0.132,0.253,0.129,0.216,0.796,0.141,0.062,41348,0.412,0.873,0.192,2.83,0.214,0.975,0.01,0.606,0.987,56.82,26.13,0.60,0.71,Rep,Rep
47117,Marshall County,Tennessee,31159,0.146,97,0.42,0.135,0.10,0.86,0.07,0.00,0.01,0.00,0.03,0.05,0.387,0.084,0.247,0.167,0.226,0.097,0.263,0.808,0.129,0.062,42661,0.335,0.863,0.162,3.05,0.157,0.935,0.029,0.747,0.954,82.99,35.24,0.16,0.72,Rep,Rep
47119,Maury County,Tennessee,84089,0.143,93.2,0.366,0.192,0.09,0.80,0.12,0.00,0.01,0.00,0.04,0.05,0.376,0.077,0.313,0.182,0.267,0.096,0.141,0.812,0.116,0.07,47692,0.316,0.883,0.153,3.08,0.148,0.919,0.039,0.543,0.941,137.14,58.34,0.33,0.68,Rep,Rep
47121,Meigs County,Tennessee,11716,0.191,96.5,0.427,0.082,0.18,0.95,0.02,0.00,0.00,0.00,0.04,0.01,0.283,0.15,0.193,0.158,0.186,0.151,0.311,0.812,0.126,0.063,34424,0.474,0.857,0.208,2.87,0.246,0.957,0.005,0,0.991,60.05,28.97,0.17,0.77,Rep,Rep
47123,Monroe County,Tennessee,45293,0.184,100.3,0.42,0.121,0.17,0.91,0.02,0.01,0.00,0.00,0.03,0.04,0.404,0.125,0.262,0.183,0.21,0.113,0.232,0.818,0.112,0.069,35291,0.434,0.863,0.193,3.07,0.19,0.942,0.027,0.747,0.96,71.26,32.78,0.29,0.78,Rep,Rep
47125,Montgomery County,Tennessee,185980,0.083,99.3,0.308,0.247,0.12,0.65,0.19,0.00,0.02,0.00,0.07,0.09,0.400,0.097,0.322,0.187,0.249,0.093,0.149,0.701,0.237,0.061,50344,0.21,0.886,0.158,3.22,0.138,0.881,0.056,0.359,0.899,344.93,139.62,0.38,0.56,Rep,Rep
47127,Moore County,Tennessee,6351,0.208,93.7,0.402,0.176,0.17,0.94,0.04,0.01,0.00,0.00,0.01,0.00,0.434,0.065,0.241,0.124,0.255,0.096,0.283,0.744,0.143,0.107,49427,0.355,0.896,0.108,3.02,0.157,0.913,0.005,0,0.996,49.15,22.84,0.16,0.79,Rep,Rep
47129,Morgan County,Tennessee,21794,0.153,126,0.513,0.064,0.17,0.93,0.04,0.00,0.00,0.00,0.02,0.01,0.428,0.085,0.233,0.222,0.227,0.137,0.181,0.686,0.267,0.047,39049,0.445,0.892,0.227,2.94,0.225,0.899,0.008,0.509,0.98,41.74,17.05,0.23,0.81,Rep,Rep
47131,Obion County,Tennessee,31129,0.182,92.3,0.413,0.168,0.13,0.84,0.10,0.00,0.00,0.00,0.03,0.04,0.709,0.112,0.276,0.192,0.218,0.101,0.213,0.77,0.134,0.091,40281,0.39,0.865,0.206,2.87,0.192,0.939,0.021,0.659,0.957,57.15,26.82,0.38,0.78,Rep,Rep
47133,Overton County,Tennessee,22100,0.187,96.9,0.437,0.133,0.13,0.96,0.01,0.00,0.00,0.00,0.02,0.01,0.402,0.077,0.285,0.163,0.201,0.121,0.229,0.744,0.148,0.107,35287,0.416,0.876,0.215,2.9,0.169,0.96,0.011,0.403,0.982,50.98,23.68,0.27,0.74,Rep,Rep
47135,Perry County,Tennessee,7864,0.199,100.8,0.414,0.11,0.29,0.93,0.03,0.00,0.00,0.00,0.03,0.02,0.294,0.095,0.221,0.22,0.15,0.181,0.228,0.709,0.199,0.092,31425,0.459,0.819,0.258,2.96,0.193,0.951,0.006,0,0.968,18.96,11.03,0.13,0.76,Rep,Rep
47137,Pickett County,Tennessee,5097,0.254,96.6,0.384,0.114,0.36,0.97,0.01,0.00,0.00,0.00,0.03,0.00,0.357,0.049,0.32,0.218,0.199,0.106,0.157,0.643,0.236,0.12,36773,0.451,0.861,0.161,2.53,0.201,0.877,0.013,0.647,0.98,31.27,21.24,0.20,0.77,Rep,Rep
47139,Polk County,Tennessee,16687,0.188,100.6,0.433,0.098,0.18,0.96,0.00,0.00,0.00,0.00,0.04,0.02,0.474,0.109,0.263,0.17,0.232,0.114,0.222,0.816,0.127,0.057,38925,0.435,0.874,0.189,2.91,0.193,0.946,0.009,0.309,0.971,38.39,19.03,0.48,0.78,Rep,Rep
47141,Putnam County,Tennessee,73810,0.157,96.8,0.378,0.233,0.09,0.89,0.02,0.00,0.01,0.00,0.03,0.06,0.448,0.084,0.331,0.206,0.23,0.089,0.144,0.757,0.153,0.086,35343,0.342,0.856,0.252,2.92,0.144,0.938,0.057,0.499,0.939,184.02,81.40,0.48,0.70,Rep,Rep
47143,Rhea County,Tennessee,32394,0.171,97.9,0.381,0.129,0.13,0.91,0.02,0.00,0.00,0.00,0.03,0.04,0.385,0.111,0.259,0.168,0.199,0.108,0.266,0.754,0.172,0.067,36146,0.396,0.884,0.245,3.04,0.245,0.903,0.022,0.809,0.963,102.71,45.68,0.41,0.79,Rep,Rep
47145,Roane County,Tennessee,53162,0.206,95.9,0.366,0.184,0.15,0.93,0.03,0.00,0.00,0.00,0.03,0.02,0.612,0.098,0.311,0.183,0.238,0.097,0.171,0.745,0.189,0.064,40854,0.456,0.887,0.184,2.99,0.209,0.948,0.021,0.317,0.982,147.38,70.98,0.30,0.74,Rep,Rep
47147,Robertson County,Tennessee,67426,0.129,96.3,0.384,0.177,0.06,0.84,0.07,0.00,0.00,0.00,0.03,0.06,0.456,0.084,0.313,0.167,0.211,0.129,0.18,0.77,0.149,0.08,53151,0.297,0.882,0.12,3.14,0.141,0.937,0.038,0.744,0.942,141.57,55.33,0.23,0.72,Rep,Rep
47149,Rutherford County,Tennessee,282558,0.092,97.5,0.296,0.301,0.06,0.74,0.13,0.00,0.03,0.00,0.05,0.07,0.309,0.068,0.346,0.151,0.267,0.083,0.153,0.806,0.134,0.058,56219,0.227,0.879,0.124,3.26,0.096,0.922,0.072,0.501,0.898,456.21,173.49,0.26,0.60,Rep,Rep
47151,Scott County,Tennessee,22043,0.152,95.9,0.476,0.089,0.16,0.98,0.00,0.00,0.00,0.00,0.02,0.01,0.353,0.141,0.229,0.187,0.198,0.141,0.246,0.709,0.187,0.099,30246,0.397,0.852,0.273,3.23,0.237,0.968,0.003,0.085,0.992,41.41,18.55,0.27,0.85,Rep,Rep
47153,Sequatchie County,Tennessee,14592,0.186,96.7,0.402,0.129,0.12,0.86,0.00,0.01,0.00,0.00,0.18,0.03,0.472,0.09,0.26,0.186,0.233,0.162,0.158,0.717,0.163,0.118,45408,0.412,0.891,0.163,3.01,0.225,0.931,0.007,0.776,0.987,54.89,24.01,0.43,0.78,Rep,Rep
47155,Sevier County,Tennessee,93617,0.172,96.1,0.375,0.164,0.35,0.91,0.01,0.00,0.01,0.00,0.03,0.05,0.294,0.074,0.246,0.241,0.311,0.097,0.105,0.785,0.116,0.094,42258,0.377,0.805,0.153,2.95,0.175,0.921,0.055,0.495,0.929,158.00,94.92,0.40,0.79,Rep,Rep
47157,Shelby County,Tennessee,937750,0.112,91.1,0.271,0.303,0.14,0.37,0.53,0.00,0.02,0.00,0.03,0.06,0.602,0.103,0.351,0.174,0.255,0.067,0.153,0.809,0.139,0.051,46224,0.255,0.852,0.214,3.38,0.125,0.959,0.062,0.466,0.906,1228.76,526.38,0.38,0.35,Rep,Rep
47159,Smith County,Tennessee,19136,0.153,98.2,0.48,0.102,0.13,0.93,0.02,0.01,0.00,0.00,0.02,0.03,0.437,0.052,0.248,0.15,0.229,0.12,0.254,0.76,0.136,0.103,43914,0.359,0.896,0.163,3.08,0.182,0.947,0.009,0.268,0.981,60.89,27.32,0.83,0.74,Rep,Rep
47161,Stewart County,Tennessee,13286,0.186,100.8,0.42,0.142,0.24,0.92,0.02,0.01,0.01,0.00,0.03,0.02,0.484,0.101,0.317,0.194,0.213,0.111,0.165,0.656,0.285,0.057,42023,0.425,0.882,0.195,3.12,0.202,0.93,0.023,0.079,0.982,28.92,14.72,0.23,0.73,Rep,Rep
47163,Sullivan County,Tennessee,156752,0.199,93.9,0.348,0.219,0.10,0.94,0.02,0.00,0.01,0.00,0.03,0.02,0.520,0.082,0.324,0.175,0.271,0.09,0.14,0.812,0.118,0.069,40346,0.428,0.883,0.175,2.86,0.199,0.946,0.016,0.377,0.973,379.21,179.03,1.27,0.76,Rep,Rep
47165,Sumner County,Tennessee,169623,0.141,95.4,0.328,0.246,0.08,0.86,0.07,0.00,0.01,0.00,0.03,0.04,0.412,0.06,0.351,0.15,0.275,0.081,0.144,0.791,0.129,0.078,57382,0.312,0.895,0.093,3.14,0.126,0.928,0.036,0.467,0.942,320.38,127.50,0.36,0.70,Rep,Rep
47167,Tipton County,Tennessee,61674,0.124,97.9,0.39,0.151,0.08,0.76,0.18,0.00,0.01,0.01,0.03,0.02,0.410,0.106,0.292,0.161,0.239,0.144,0.164,0.786,0.167,0.046,53669,0.3,0.885,0.136,3.24,0.144,0.93,0.016,0.466,0.971,134.55,51.02,0.21,0.72,Rep,Rep
47169,Trousdale County,Tennessee,7884,0.152,99.8,0.428,0.144,0.14,0.86,0.12,0.00,0.01,0.00,0.02,0.00,0.320,0.105,0.231,0.173,0.284,0.087,0.224,0.762,0.155,0.081,41029,0.416,0.87,0.173,3.18,0.173,0.88,0.017,0.046,0.989,69.04,29.79,0.51,0.67,Rep,Rep
47171,Unicoi County,Tennessee,18069,0.209,98,0.416,0.125,0.16,0.94,0.01,0.00,0.00,0.00,0.01,0.04,0.419,0.137,0.232,0.175,0.231,0.165,0.197,0.777,0.166,0.056,33210,0.478,0.866,0.225,2.95,0.25,0.935,0.024,0.823,0.951,97.06,47.48,0.27,0.79,Rep,Rep
47173,Union County,Tennessee,19096,0.157,99,0.442,0.091,0.19,0.97,0.01,0.00,0.00,0.00,0.03,0.01,0.079,0.095,0.237,0.152,0.247,0.138,0.226,0.756,0.13,0.098,37351,0.42,0.862,0.215,3.02,0.182,0.945,0.006,0.374,0.987,85.42,40.53,0.10,0.81,Rep,Rep
47175,Van Buren County,Tennessee,5596,0.197,99.5,0.501,0.126,0.21,0.96,0.01,0.00,0.01,0.00,0.03,0.01,0.226,0.112,0.294,0.244,0.182,0.091,0.19,0.629,0.275,0.096,40439,0.436,0.857,0.18,3.09,0.225,0.936,0.014,0,0.974,20.47,9.72,0.00,0.75,Rep,Rep
47177,Warren County,Tennessee,40015,0.164,98,0.425,0.135,0.12,0.86,0.01,0.00,0.00,0.00,0.07,0.08,0.607,0.08,0.249,0.143,0.225,0.12,0.262,0.773,0.141,0.081,35376,0.394,0.862,0.212,3.07,0.193,0.961,0.051,0.877,0.934,92.48,41.20,0.28,0.70,Rep,Rep
47179,Washington County,Tennessee,125317,0.165,94.7,0.307,0.306,0.10,0.90,0.04,0.00,0.01,0.00,0.03,0.03,0.462,0.062,0.385,0.182,0.25,0.078,0.106,0.768,0.171,0.06,42817,0.354,0.881,0.181,2.86,0.173,0.935,0.036,0.369,0.955,383.87,179.02,1.02,0.69,Rep,Rep
47181,Wayne County,Tennessee,16897,0.176,122.3,0.436,0.088,0.18,0.91,0.06,0.00,0.00,0.00,0.01,0.02,0.314,0.122,0.24,0.201,0.243,0.151,0.165,0.694,0.225,0.081,30701,0.453,0.859,0.218,2.96,0.21,0.966,0.01,0.822,0.978,23.02,9.88,0.29,0.86,Rep,Rep
47183,Weakley County,Tennessee,34415,0.163,94.7,0.398,0.204,0.12,0.87,0.09,0.00,0.00,0.00,0.03,0.02,0.514,0.112,0.317,0.162,0.23,0.094,0.197,0.715,0.199,0.081,37037,0.346,0.894,0.191,2.83,0.167,0.917,0.013,0.467,0.979,59.30,26.74,0.40,0.74,Rep,Rep
47185,White County,Tennessee,26252,0.19,95.8,0.453,0.121,0.16,0.94,0.02,0.00,0.00,0.00,0.04,0.02,0.410,0.105,0.232,0.195,0.216,0.126,0.231,0.727,0.177,0.094,34901,0.438,0.867,0.196,3.24,0.198,0.954,0.011,0.608,0.979,69.69,30.72,0.43,0.78,Rep,Rep
47187,Williamson County,Tennessee,199456,0.111,95.2,0.164,0.557,0.04,0.86,0.04,0.00,0.04,0.00,0.03,0.05,0.541,0.042,0.548,0.11,0.248,0.038,0.056,0.803,0.105,0.09,96565,0.238,0.946,0.051,3.25,0.071,0.911,0.066,0.287,0.922,342.35,124.10,0.59,0.65,Rep,Rep
47189,Wilson County,Tennessee,122445,0.139,96,0.321,0.283,0.07,0.86,0.07,0.00,0.01,0.00,0.03,0.04,0.430,0.065,0.353,0.151,0.298,0.089,0.109,0.807,0.117,0.075,61070,0.299,0.901,0.101,3.16,0.126,0.929,0.044,0.4,0.947,214.50,84.20,0.32,0.70,Rep,Rep
48001,Anderson County,Texas,57915,0.133,158,0.369,0.113,0.17,0.60,0.21,0.00,0.01,0.00,0.02,0.17,0.453,0.043,0.234,0.24,0.237,0.15,0.139,0.698,0.236,0.064,41327,0.359,0.814,0.185,3.18,0.129,0.902,0.065,0.84,0.852,54.50,18.95,0.27,0.78,Rep,Rep
48003,Andrews County,Texas,16775,0.101,104.1,0.336,0.117,0.09,0.43,0.01,0.00,0.00,0.00,0.04,0.53,0.808,0.039,0.222,0.138,0.219,0.25,0.172,0.831,0.096,0.068,70423,0.241,0.799,0.123,3.5,0.114,0.921,0.135,0.981,0.606,11.18,4.01,0.47,0.80,Rep,Rep
